,detector,n_features,step_size,codebook_size,n_neighbors,distance,train_accuracy,val_accuracy,std_train_accuracy,std_val_accuracy,train_f1_weighted,val_f1_weighted,std_train_f1_weighted,std_val_f1_weighted
89,dense_sift,500,50,96,15,euclidean,0.7100321032474416,0.6767670393076091,0.007317446274002272,0.05259432326546854,0.7084800820740962,0.6725748112996615,0.007567424122826694,0.0556100551119931
90,dense_sift,500,50,128,15,manhattan,0.7195257361495309,0.6953908222142084,0.0053748316874517674,0.042153321967919336,0.7176272344758914,0.691449001584753,0.005431244196431726,0.04420745019233189
91,dense_sift,500,50,160,9,euclidean,0.7464115826522435,0.6974981968986658,0.005040753656789112,0.03968011958925713,0.7457146888517254,0.6940741118413155,0.005036539510904678,0.040945337157791924
92,dense_sift,500,70,64,13,euclidean,0.6384896423862583,0.5863910926794086,0.006874205367265334,0.035187784421745236,0.634719684379054,0.5802026332633977,0.0071499655109475545,0.03589866761159213
93,dense_sift,500,70,96,21,euclidean,0.6850460912888203,0.6640191128741435,0.006246995897424611,0.04464414727847202,0.6832200904270667,0.6602143000757806,0.006315915365402681,0.048191191752236774
94,dense_sift,500,70,128,15,euclidean,0.7155009196098491,0.686866660656329,0.0032494576037132147,0.02949497093838681,0.7150121473201516,0.6861184625744248,0.0035757380748828024,0.03147551183545009
95,dense_sift,500,70,160,13,euclidean,0.71739969235542,0.6895375045077534,0.006117671053989505,0.034068822863705536,0.7174868233663723,0.6875531325760433,0.006091434946169118,0.037170274360533
96,dense_sift,500,100,64,15,euclidean,0.6615030635195573,0.6161738189686261,0.00915616368343891,0.027121059684404585,0.6607687995101674,0.6126026448905055,0.009151448231056219,0.02890781363638825
97,dense_sift,500,100,96,15,euclidean,0.6829191241916481,0.6544198521456905,0.007437314097790583,0.04278361902862209,0.682420551616443,0.6530475963392517,0.007548622284290078,0.04203127756684058
98,dense_sift,500,100,128,15,euclidean,0.6928688226408684,0.6634871979805265,0.007252766655005007,0.04063538790917263,0.6924140029485066,0.6616662407952343,0.007371065284746289,0.043334418898016355
99,dense_sift,500,100,160,9,manhattan,0.7205892889458465,0.6677335016227912,0.007187065939230668,0.05245671995120054,0.7198376797161802,0.6641888804363147,0.007151687027857701,0.054092234953766756
100,dense_sift,600,10,64,13,manhattan,0.8121064420701194,0.764492426974396,0.005226885235142359,0.03681028144674877,0.8116404769788652,0.7627252504951796,0.005283883812466057,0.03806953077559407
101,dense_sift,600,10,96,23,manhattan,0.7998025516403402,0.7746168409664623,0.007168620765216692,0.0553354568343402,0.7988087912469319,0.7720519609867506,0.0072712543337444275,0.05743913204623692
102,dense_sift,600,10,128,15,manhattan,0.8174986242784387,0.7740781644428417,0.006462723454787066,0.03864104839411189,0.8165390416870766,0.7709838282777497,0.006497311742872002,0.03946053773627553
103,dense_sift,600,10,160,21,manhattan,0.8244097785180616,0.7942796610169491,0.0052524481288302146,0.04084876204711296,0.8232282096659942,0.7906296925177096,0.0055035218081688625,0.0424514770424157
104,dense_sift,600,20,64,15,manhattan,0.7540820151643295,0.7166426253155427,0.006652303577539454,0.0387431347756569,0.7519270694794402,0.712164490463083,0.0067219971452971055,0.04020317276081161
105,dense_sift,600,20,96,15,manhattan,0.7819541801622798,0.7426839163360981,0.006104871003310696,0.0398412894533507,0.7813237992889984,0.7399721148354212,0.006078662910639926,0.040834023369284336
106,dense_sift,600,20,128,15,manhattan,0.8071693097755634,0.7655540028849621,0.005830933838189394,0.04087156850132859,0.8067478116082581,0.7635817295744238,0.005877841906720404,0.041950006520740074
107,dense_sift,600,20,160,21,manhattan,0.795625020774319,0.7698093220338983,0.004564246495258298,0.03634305609616761,0.7947028411773316,0.7675179020135887,0.004587964671471689,0.037803986828272955
108,dense_sift,600,50,64,21,euclidean,0.6614265678609283,0.6230616660656328,0.007141461738920464,0.03570661044588142,0.6564290026674793,0.614881847649001,0.0070008494933230265,0.035611857429197674
109,dense_sift,600,50,96,15,euclidean,0.7100321032474416,0.6767670393076091,0.007317446274002272,0.05259432326546854,0.7084800820740962,0.6725748112996615,0.007567424122826694,0.0556100551119931
110,dense_sift,600,50,128,15,manhattan,0.7195257361495309,0.6953908222142084,0.0053748316874517674,0.042153321967919336,0.7176272344758914,0.691449001584753,0.005431244196431726,0.04420745019233189
111,dense_sift,600,50,160,9,euclidean,0.7464115826522435,0.6974981968986658,0.005040753656789112,0.03968011958925713,0.7457146888517254,0.6940741118413155,0.005036539510904678,0.040945337157791924
112,dense_sift,600,70,64,13,euclidean,0.6384896423862583,0.5863910926794086,0.006874205367265334,0.035187784421745236,0.634719684379054,0.5802026332633977,0.0071499655109475545,0.03589866761159213
113,dense_sift,600,70,96,21,euclidean,0.6850460912888203,0.6640191128741435,0.006246995897424611,0.04464414727847202,0.6832200904270667,0.6602143000757806,0.006315915365402681,0.048191191752236774
114,dense_sift,600,70,128,15,euclidean,0.7155009196098491,0.686866660656329,0.0032494576037132147,0.02949497093838681,0.7150121473201516,0.6861184625744248,0.0035757380748828024,0.03147551183545009
115,dense_sift,600,70,160,13,euclidean,0.71739969235542,0.6895375045077534,0.006117671053989505,0.034068822863705536,0.7174868233663723,0.6875531325760433,0.006091434946169118,0.037170274360533
116,dense_sift,600,100,64,15,euclidean,0.6615030635195573,0.6161738189686261,0.00915616368343891,0.027121059684404585,0.6607687995101674,0.6126026448905055,0.009151448231056219,0.02890781363638825
117,dense_sift,600,100,96,15,euclidean,0.6829191241916481,0.6544198521456905,0.007437314097790583,0.04278361902862209,0.682420551616443,0.6530475963392517,0.007548622284290078,0.04203127756684058
118,dense_sift,600,100,128,15,euclidean,0.6928688226408684,0.6634871979805265,0.007252766655005007,0.04063538790917263,0.6924140029485066,0.6616662407952343,0.007371065284746289,0.043334418898016355
119,dense_sift,600,100,160,9,manhattan,0.7205892889458465,0.6677335016227912,0.007187065939230668,0.05245671995120054,0.7198376797161802,0.6641888804363147,0.007151687027857701,0.054092234953766756
120,dense_sift,700,10,64,13,manhattan,0.8121064420701194,0.764492426974396,0.005226885235142359,0.03681028144674877,0.8116404769788652,0.7627252504951796,0.005283883812466057,0.03806953077559407
121,dense_sift,700,10,96,23,manhattan,0.7998025516403402,0.7746168409664623,0.007168620765216692,0.0553354568343402,0.7988087912469319,0.7720519609867506,0.0072712543337444275,0.05743913204623692
122,dense_sift,700,10,128,15,manhattan,0.8174986242784387,0.7740781644428417,0.006462723454787066,0.03864104839411189,0.8165390416870766,0.7709838282777497,0.006497311742872002,0.03946053773627553
123,dense_sift,700,10,160,21,manhattan,0.8244097785180616,0.7942796610169491,0.0052524481288302146,0.04084876204711296,0.8232282096659942,0.7906296925177096,0.0055035218081688625,0.0424514770424157
124,dense_sift,700,20,64,15,manhattan,0.7540820151643295,0.7166426253155427,0.006652303577539454,0.0387431347756569,0.7519270694794402,0.712164490463083,0.0067219971452971055,0.04020317276081161
125,dense_sift,700,20,96,15,manhattan,0.7819541801622798,0.7426839163360981,0.006104871003310696,0.0398412894533507,0.7813237992889984,0.7399721148354212,0.006078662910639926,0.040834023369284336
126,dense_sift,700,20,128,15,manhattan,0.8071693097755634,0.7655540028849621,0.005830933838189394,0.04087156850132859,0.8067478116082581,0.7635817295744238,0.005877841906720404,0.041950006520740074
127,dense_sift,700,20,160,21,manhattan,0.795625020774319,0.7698093220338983,0.004564246495258298,0.03634305609616761,0.7947028411773316,0.7675179020135887,0.004587964671471689,0.037803986828272955
128,dense_sift,700,50,64,21,euclidean,0.6614265678609283,0.6230616660656328,0.007141461738920464,0.03570661044588142,0.6564290026674793,0.614881847649001,0.0070008494933230265,0.035611857429197674
129,dense_sift,700,50,96,15,euclidean,0.7100321032474416,0.6767670393076091,0.007317446274002272,0.05259432326546854,0.7084800820740962,0.6725748112996615,0.007567424122826694,0.0556100551119931
130,dense_sift,700,50,128,15,manhattan,0.7195257361495309,0.6953908222142084,0.0053748316874517674,0.042153321967919336,0.7176272344758914,0.691449001584753,0.005431244196431726,0.04420745019233189
131,dense_sift,700,50,160,9,euclidean,0.7464115826522435,0.6974981968986658,0.005040753656789112,0.03968011958925713,0.7457146888517254,0.6940741118413155,0.005036539510904678,0.040945337157791924
132,dense_sift,700,70,64,13,euclidean,0.6384896423862583,0.5863910926794086,0.006874205367265334,0.035187784421745236,0.634719684379054,0.5802026332633977,0.0071499655109475545,0.03589866761159213
133,dense_sift,700,70,96,21,euclidean,0.6850460912888203,0.6640191128741435,0.006246995897424611,0.04464414727847202,0.6832200904270667,0.6602143000757806,0.006315915365402681,0.048191191752236774
134,dense_sift,700,70,128,15,euclidean,0.7155009196098491,0.686866660656329,0.0032494576037132147,0.02949497093838681,0.7150121473201516,0.6861184625744248,0.0035757380748828024,0.03147551183545009
135,dense_sift,700,70,160,13,euclidean,0.71739969235542,0.6895375045077534,0.006117671053989505,0.034068822863705536,0.7174868233663723,0.6875531325760433,0.006091434946169118,0.037170274360533
136,dense_sift,700,100,64,15,euclidean,0.6615030635195573,0.6161738189686261,0.00915616368343891,0.027121059684404585,0.6607687995101674,0.6126026448905055,0.009151448231056219,0.02890781363638825
137,dense_sift,700,100,96,15,euclidean,0.6829191241916481,0.6544198521456905,0.007437314097790583,0.04278361902862209,0.682420551616443,0.6530475963392517,0.007548622284290078,0.04203127756684058
138,dense_sift,700,100,128,15,euclidean,0.6928688226408684,0.6634871979805265,0.007252766655005007,0.04063538790917263,0.6924140029485066,0.6616662407952343,0.007371065284746289,0.043334418898016355
139,dense_sift,700,100,160,9,manhattan,0.7205892889458465,0.6677335016227912,0.007187065939230668,0.05245671995120054,0.7198376797161802,0.6641888804363147,0.007151687027857701,0.054092234953766756
140,dense_sift,800,10,64,13,manhattan,0.8121064420701194,0.764492426974396,0.005226885235142359,0.03681028144674877,0.8116404769788652,0.7627252504951796,0.005283883812466057,0.03806953077559407
141,dense_sift,800,10,96,23,manhattan,0.7998025516403402,0.7746168409664623,0.007168620765216692,0.0553354568343402,0.7988087912469319,0.7720519609867506,0.0072712543337444275,0.05743913204623692
142,dense_sift,800,10,128,15,manhattan,0.8174986242784387,0.7740781644428417,0.006462723454787066,0.03864104839411189,0.8165390416870766,0.7709838282777497,0.006497311742872002,0.03946053773627553
143,dense_sift,800,10,160,21,manhattan,0.8244097785180616,0.7942796610169491,0.0052524481288302146,0.04084876204711296,0.8232282096659942,0.7906296925177096,0.0055035218081688625,0.0424514770424157
144,dense_sift,800,20,64,15,manhattan,0.7540820151643295,0.7166426253155427,0.006652303577539454,0.0387431347756569,0.7519270694794402,0.712164490463083,0.0067219971452971055,0.04020317276081161
145,dense_sift,800,20,96,15,manhattan,0.7819541801622798,0.7426839163360981,0.006104871003310696,0.0398412894533507,0.7813237992889984,0.7399721148354212,0.006078662910639926,0.040834023369284336
146,dense_sift,800,20,128,15,manhattan,0.8071693097755634,0.7655540028849621,0.005830933838189394,0.04087156850132859,0.8067478116082581,0.7635817295744238,0.005877841906720404,0.041950006520740074
147,dense_sift,800,20,160,21,manhattan,0.795625020774319,0.7698093220338983,0.004564246495258298,0.03634305609616761,0.7947028411773316,0.7675179020135887,0.004587964671471689,0.037803986828272955
148,dense_sift,800,50,64,21,euclidean,0.6614265678609283,0.6230616660656328,0.007141461738920464,0.03570661044588142,0.6564290026674793,0.614881847649001,0.0070008494933230265,0.035611857429197674
149,dense_sift,800,50,96,15,euclidean,0.7100321032474416,0.6767670393076091,0.007317446274002272,0.05259432326546854,0.7084800820740962,0.6725748112996615,0.007567424122826694,0.0556100551119931
150,dense_sift,800,50,128,15,manhattan,0.7195257361495309,0.6953908222142084,0.0053748316874517674,0.042153321967919336,0.7176272344758914,0.691449001584753,0.005431244196431726,0.04420745019233189
151,dense_sift,800,50,160,9,euclidean,0.7464115826522435,0.6974981968986658,0.005040753656789112,0.03968011958925713,0.7457146888517254,0.6940741118413155,0.005036539510904678,0.040945337157791924
152,dense_sift,800,70,64,13,euclidean,0.6384896423862583,0.5863910926794086,0.006874205367265334,0.035187784421745236,0.634719684379054,0.5802026332633977,0.0071499655109475545,0.03589866761159213
153,dense_sift,800,70,96,21,euclidean,0.6850460912888203,0.6640191128741435,0.006246995897424611,0.04464414727847202,0.6832200904270667,0.6602143000757806,0.006315915365402681,0.048191191752236774
154,dense_sift,800,70,128,15,euclidean,0.7155009196098491,0.686866660656329,0.0032494576037132147,0.02949497093838681,0.7150121473201516,0.6861184625744248,0.0035757380748828024,0.03147551183545009
155,dense_sift,800,70,160,13,euclidean,0.71739969235542,0.6895375045077534,0.006117671053989505,0.034068822863705536,0.7174868233663723,0.6875531325760433,0.006091434946169118,0.037170274360533
156,dense_sift,800,100,64,15,euclidean,0.6615030635195573,0.6161738189686261,0.00915616368343891,0.027121059684404585,0.6607687995101674,0.6126026448905055,0.009151448231056219,0.02890781363638825
157,dense_sift,800,100,96,15,euclidean,0.6829191241916481,0.6544198521456905,0.007437314097790583,0.04278361902862209,0.682420551616443,0.6530475963392517,0.007548622284290078,0.04203127756684058
158,dense_sift,800,100,128,15,euclidean,0.6928688226408684,0.6634871979805265,0.007252766655005007,0.04063538790917263,0.6924140029485066,0.6616662407952343,0.007371065284746289,0.043334418898016355
159,dense_sift,800,100,160,9,manhattan,0.7205892889458465,0.6677335016227912,0.007187065939230668,0.05245671995120054,0.7198376797161802,0.6641888804363147,0.007151687027857701,0.054092234953766756
160,dense_sift,900,10,64,13,manhattan,0.8121064420701194,0.764492426974396,0.005226885235142359,0.03681028144674877,0.8116404769788652,0.7627252504951796,0.005283883812466057,0.03806953077559407
161,dense_sift,900,10,96,23,manhattan,0.7998025516403402,0.7746168409664623,0.007168620765216692,0.0553354568343402,0.7988087912469319,0.7720519609867506,0.0072712543337444275,0.05743913204623692
162,dense_sift,900,10,128,15,manhattan,0.8174986242784387,0.7740781644428417,0.006462723454787066,0.03864104839411189,0.8165390416870766,0.7709838282777497,0.006497311742872002,0.03946053773627553
163,dense_sift,900,10,160,21,manhattan,0.8244097785180616,0.7942796610169491,0.0052524481288302146,0.04084876204711296,0.8232282096659942,0.7906296925177096,0.0055035218081688625,0.0424514770424157
164,dense_sift,900,20,64,15,manhattan,0.7540820151643295,0.7166426253155427,0.006652303577539454,0.0387431347756569,0.7519270694794402,0.712164490463083,0.0067219971452971055,0.04020317276081161
165,dense_sift,900,20,96,15,manhattan,0.7819541801622798,0.7426839163360981,0.006104871003310696,0.0398412894533507,0.7813237992889984,0.7399721148354212,0.006078662910639926,0.040834023369284336
166,dense_sift,900,20,128,15,manhattan,0.8071693097755634,0.7655540028849621,0.005830933838189394,0.04087156850132859,0.8067478116082581,0.7635817295744238,0.005877841906720404,0.041950006520740074
167,dense_sift,900,20,160,21,manhattan,0.795625020774319,0.7698093220338983,0.004564246495258298,0.03634305609616761,0.7947028411773316,0.7675179020135887,0.004587964671471689,0.037803986828272955
168,dense_sift,900,50,64,21,euclidean,0.6614265678609283,0.6230616660656328,0.007141461738920464,0.03570661044588142,0.6564290026674793,0.614881847649001,0.0070008494933230265,0.035611857429197674
169,dense_sift,900,50,96,15,euclidean,0.7100321032474416,0.6767670393076091,0.007317446274002272,0.05259432326546854,0.7084800820740962,0.6725748112996615,0.007567424122826694,0.0556100551119931
170,dense_sift,900,50,128,15,manhattan,0.7195257361495309,0.6953908222142084,0.0053748316874517674,0.042153321967919336,0.7176272344758914,0.691449001584753,0.005431244196431726,0.04420745019233189
171,dense_sift,900,50,160,9,euclidean,0.7464115826522435,0.6974981968986658,0.005040753656789112,0.03968011958925713,0.7457146888517254,0.6940741118413155,0.005036539510904678,0.040945337157791924
172,dense_sift,900,70,64,13,euclidean,0.6384896423862583,0.5863910926794086,0.006874205367265334,0.035187784421745236,0.634719684379054,0.5802026332633977,0.0071499655109475545,0.03589866761159213
173,dense_sift,900,70,96,21,euclidean,0.6850460912888203,0.6640191128741435,0.006246995897424611,0.04464414727847202,0.6832200904270667,0.6602143000757806,0.006315915365402681,0.048191191752236774
174,dense_sift,900,70,128,15,euclidean,0.7155009196098491,0.686866660656329,0.0032494576037132147,0.02949497093838681,0.7150121473201516,0.6861184625744248,0.0035757380748828024,0.03147551183545009
175,dense_sift,900,70,160,13,euclidean,0.71739969235542,0.6895375045077534,0.006117671053989505,0.034068822863705536,0.7174868233663723,0.6875531325760433,0.006091434946169118,0.037170274360533
176,dense_sift,900,100,64,15,euclidean,0.6615030635195573,0.6161738189686261,0.00915616368343891,0.027121059684404585,0.6607687995101674,0.6126026448905055,0.009151448231056219,0.02890781363638825
177,dense_sift,900,100,96,15,euclidean,0.6829191241916481,0.6544198521456905,0.007437314097790583,0.04278361902862209,0.682420551616443,0.6530475963392517,0.007548622284290078,0.04203127756684058
178,dense_sift,900,100,128,15,euclidean,0.6928688226408684,0.6634871979805265,0.007252766655005007,0.04063538790917263,0.6924140029485066,0.6616662407952343,0.007371065284746289,0.043334418898016355
179,dense_sift,900,100,160,9,manhattan,0.7205892889458465,0.6677335016227912,0.007187065939230668,0.05245671995120054,0.7198376797161802,0.6641888804363147,0.007151687027857701,0.054092234953766756
